,chainlength,barrier_content,degenerate_barrier_content,degenerate_adjacent_score,cell_chain,internal_chainlength,barrier_fraction,imagename,source_cell,target_cell,vertex,object,weighted_barrier_content,binary_barrier,adjacent_barrier
0,7,0,0.0,0.0,"['Epithelial cells', 'CD57+ CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,16,24,0.0,0,0
1,5,1,0.25,0.5,"['Epithelial cells', 'Myofibroblasts', 'Tregs', 'Tregs', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,96,113,1.0,1,1
2,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,120,109,1.0,1,1
3,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,191,209,0.0,0,0
4,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'CD4 T cells', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,232,216,0.45,1,0
5,9,7,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,244,245,2.5928571428571425,1,1
6,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,272,286,1.45,1,1
7,9,3,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'CD4 T cells']",7,0.42857142857142855,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,291,302,1.45,1,1
8,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,294,280,1.8333333333333333,1,1
9,9,3,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",7,0.42857142857142855,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,300,275,1.8333333333333333,1,1
10,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,338,332,1.45,1,1
11,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,371,363,0.0,0,0
12,9,5,0.5,0.5,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Tregs', 'Tregs', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.7142857142857143,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,377,384,2.142857142857143,1,1
13,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,380,377,1.0,1,1
14,11,5,0.6,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",9,0.5555555555555556,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,383,388,1.6861111111111111,1,1
15,11,6,0.6,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",9,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,408,398,0.9956349206349207,1,0
16,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,409,407,0.0,0,0
17,5,0,0.0,0.0,"['Epithelial cells', 'CD8 Exhausted TDT', 'CD57+ CD4 T cells', 'CD57+ CD4 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,415,424,0.0,0,0
18,15,7,0.42857142857142855,0.5,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Tregs', 'Tregs', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'CD8 T cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",13,0.5384615384615384,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,436,457,2.3031135531135534,1,1
19,11,3,0.4,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD8 T cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Naive CD8 T cells', 'Naive CD8 T cells', 'CD4 T cells']",9,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,451,443,1.3095238095238095,1,1
20,9,3,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",7,0.42857142857142855,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,459,488,1.8333333333333333,1,1
21,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,514,541,1.0,1,1
22,7,4,0.6666666666666666,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.8,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,546,503,1.2833333333333332,1,0
23,15,7,0.5714285714285714,0.5,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD8 T cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",13,0.5384615384615384,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,547,543,1.7058913308913308,1,1
24,5,2,0.5,0.0,"['Epithelial cells', 'CD57+ CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,578,562,0.8333333333333333,1,0
25,13,5,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD57+ CD4 T cells', 'CD57+ CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",11,0.45454545454545453,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,579,589,1.6409090909090909,1,1
26,13,5,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD57+ CD4 T cells', 'CD57+ CD4 T cells', 'CD4 T cells']",11,0.45454545454545453,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,598,593,2.069444444444444,1,1
27,9,3,0.625,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",7,0.42857142857142855,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,626,622,1.45,1,1
28,11,2,0.2,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD8 Trm', 'CD8 Trm', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'CD4 T cells']",9,0.2222222222222222,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,632,612,0.30952380952380953,1,0
29,9,4,0.5,0.0,"['Epithelial cells', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.5714285714285714,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,641,659,0.7595238095238095,1,0
30,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Endothelial cells', 'CD8 T cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,743,752,0.45,1,0
31,9,4,0.375,0.0,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.5714285714285714,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,760,763,1.1428571428571428,1,0
32,7,2,0.5,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,836,863,0.45,1,0
33,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,849,852,0.8333333333333333,1,0
34,5,2,0.75,0.5,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,864,859,0.8333333333333333,1,0
35,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,892,899,0.0,0,0
36,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,986,1045,0.0,0,0
37,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,994,994,0.0,0,0
38,9,1,0.25,1.0,"['Epithelial cells', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'CD57+ CD4 T cells', 'CD57+ CD4 T cells', 'CD4 T cells']",7,0.14285714285714285,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1001,957,1.0,1,1
39,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1039,1023,0.0,0,0
40,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1057,1057,0.0,0,0
41,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1060,1064,0.0,0,0
42,5,2,0.16666666666666666,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1122,1131,0.8333333333333333,1,0
43,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1132,1140,0.0,0,0
44,5,2,0.5,0.0,"['Epithelial cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1145,1113,0.8333333333333333,1,0
45,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1159,1150,1.0,1,1
46,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1168,1198,0.0,0,0
47,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1204,1189,0.0,0,0
48,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1232,1211,0.0,0,0
49,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1248,1235,0.0,0,0
50,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1250,1278,0.0,0,0
51,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1293,1317,1.0,1,1
52,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1302,1296,1.0,1,1
53,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1310,1352,0.0,0,0
54,7,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1316,1340,0.0,0,0
55,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1344,1351,1.0,1,1
56,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1346,1333,0.0,0,0
57,3,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1347,1381,0.0,0,0
58,7,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells', 'CD4 T cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1355,1338,0.0,0,0
59,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1361,1373,0.0,0,0
60,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1366,1356,0.0,0,0
61,5,2,0.5,0.0,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1368,1375,0.8333333333333333,1,0
62,15,3,0.2857142857142857,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD8 T cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",13,0.23076923076923078,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1379,1395,1.3095238095238095,1,1
63,5,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1395,1371,0.0,0,0
64,7,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells', 'CD4 T cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1396,1435,0.0,0,0
65,5,2,0.5,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1402,1496,0.8333333333333333,1,0
66,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1435,1535,0.0,0,0
67,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1481,1411,0.0,0,0
68,13,6,0.5,0.0,"['Epithelial cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",11,0.5454545454545454,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1490,1403,1.378968253968254,1,0
69,11,2,0.2,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",9,0.2222222222222222,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1503,1517,0.45,1,0
70,9,3,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",7,0.42857142857142855,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1523,1446,1.8333333333333333,1,1
71,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1529,1527,0.0,0,0
72,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1545,1577,0.0,0,0
73,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1572,1573,0.0,0,0
74,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1666,1668,0.45,1,0
75,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Naive CD4 T cells', 'Naive CD4 T cells', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1672,1657,1.8333333333333333,1,1
76,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1673,1701,0.0,0,0
77,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1675,1641,1.0,1,1
78,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Unassigned', 'Unassigned', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1687,1677,0.45,1,0
79,5,0,0.25,0.0,"['Epithelial cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1689,1691,0.0,0,0
80,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,1696,1703,1.8333333333333333,1,1
